step,reward
1000,-1073.5306736294724
2000,-938.2756763243872
3000,-928.5802982054234
4000,-855.0610061767152
5000,-825.8052534593876
6000,-857.4703665857877
7000,-945.2159470904185
8000,-966.8225966754967
9000,-821.457144904276
10000,-982.9556085859663
11000,-870.9826143559636
12000,-781.9475900977932
13000,-818.217861707442
14000,-798.8453934690995
15000,-765.7345034910797
16000,-691.9110636551975
17000,-628.9244262434341
18000,-570.6219816572486
19000,-784.9491814998453
20000,-676.977307111924
21000,-647.177226351996
22000,-643.7191290340156
23000,-647.9828133484435
24000,-517.8913607760143
25000,-618.2583027009124
26000,-705.5020414962862
27000,-628.440986009329
28000,-653.2561578540132
29000,-541.7332768958705
30000,-564.9190680101027
31000,-455.6923333503329
32000,-495.7611964633413
33000,-523.5964441523174
34000,-516.5156018787683
35000,-566.5443176464221
36000,-494.26076040874335
37000,-595.4422043192203
38000,-472.211304703821
39000,-425.47123411952566
40000,-507.9047129069022
41000,-534.7485687725286
42000,-453.83362616356163
43000,-399.9432430006184
44000,-451.1203682258816
45000,-348.63602990594035
46000,-397.4784659615213
47000,-447.5400315774081
48000,-391.8289947630925
49000,-448.29583461638384
50000,-394.1088825887115
51000,-318.919149508181
52000,-510.4775340614652
53000,-363.2561918707923
54000,-313.56522025321067
55000,-396.47178794410166
56000,-354.66788130296516
57000,-297.5053569552026
58000,-424.58776383581903
59000,-260.62602769911194
60000,-268.46362338757046
61000,-277.61209381585473
62000,-240.56379583315055
63000,-274.0769629745625
64000,-307.3900692339778
65000,-224.35884273667392
66000,-165.97540290818475
67000,-186.80069771936243
68000,-199.73170663276338
69000,-177.23993888920398
70000,-139.84448397435781
71000,-71.96176250732404
72000,-170.66732944981098
73000,-135.1410177426539
74000,-65.75000943396444
75000,-30.485010778899113
76000,-62.756986298594875
77000,22.874153839242602
78000,-21.92545046604403
79000,10.114529031868534
80000,85.49724779252693
81000,22.336350461435924
82000,78.25642869475911
83000,41.94252799254689
84000,85.80936022107575
85000,88.52103466018079
86000,129.35425598855883
87000,202.86989559312806
88000,167.94923328506218
89000,239.0988176641706
90000,246.04388283669903
91000,189.8346560591954
92000,180.935977537248
93000,267.08389027600975
94000,219.18426843968842
95000,371.83606081025107
96000,310.11154462793263
97000,294.6128516296145
98000,331.0463224543186
99000,343.8542771082477
100000,403.55728405438856
101000,344.68672573433724
102000,332.4841685288661
103000,393.45060469604607
104000,361.84092621983393
105000,388.02222812461605
106000,401.63356752546065
107000,384.4171150238074
108000,369.4887979660095
109000,370.74328958759287
110000,381.9555245753133
111000,385.80062919777436
112000,496.5962398582962
113000,438.57783879981787
114000,477.0177121558168
115000,434.8392423976625
116000,430.301994752861
117000,503.50728296208035
118000,425.3868664264978
119000,404.6531736482756
120000,467.36879531758746
121000,415.07608967162116
122000,548.7821170693677
123000,469.693518290934
124000,441.8219426379277
125000,456.6921251513021
126000,586.7373152301642
127000,470.3048883323221
128000,477.466406019572
129000,508.68612641561384
130000,481.1117412733013
131000,559.3215672503101
132000,494.42611327910663
133000,562.5730867360443
134000,586.2739816586554
135000,576.1599101698221
136000,620.9619131902359
137000,542.4041129616595
138000,589.8543019866071
139000,579.2418624194811
140000,667.8175423035432
141000,556.4373470902615
142000,442.9252277083074
143000,656.0527245561422
144000,559.1425387325193
145000,587.5736569342414
146000,552.5134471415668
147000,654.3719355673347
148000,549.2397351146564
149000,427.10416844304916
150000,616.5026605701414
151000,684.5192266522208
152000,686.5842539678953
153000,673.8091097620687
154000,680.7700344313868
155000,709.0744073634354
156000,617.9841637550858
157000,690.4189402323407
158000,599.1239179555163
159000,626.7770105563252
160000,666.9956649353834
161000,646.93603147022
162000,673.5970074010675
163000,577.2378864454964
164000,649.7745593154151
165000,737.0659102692526
166000,728.1864957763687
167000,682.3762090513762
168000,633.9971320516141
169000,678.9878166608028
170000,713.8455569460442
171000,808.6653784330886
172000,653.4970366893864
173000,583.2025754598844
174000,664.5677518920244
175000,662.353104885951
176000,705.5996283097302
