,steps,avg_rewards0
0,0,95.21424740273498
1,100000,289.8037264694179
2,200000,256.5663882702786
3,300000,173.59469762710938
4,400000,249.1509885626223
5,500000,301.8766543310201
6,600000,370.27734753480377
7,700000,355.4995361329147
8,800000,357.54134063663645
9,900000,353.59130039180377
10,1000000,325.7286260170743
11,1100000,328.99435396741035
12,1200000,377.21125881077353
13,1300000,365.5912658304119
14,1400000,373.0761910549182
15,1500000,386.4734930876
16,1600000,398.198036672601
17,1700000,421.84266180967353
18,1800000,377.29023510413697
19,1900000,407.50154755593815
20,2000000,427.56616225982054
21,2100000,418.4588596142954
22,2200000,341.4532110011432
23,2300000,348.31285686238084
24,2400000,328.2719363523415
25,2500000,386.26487021654555
26,2600000,379.1525185877652
27,2700000,367.34922388341846
28,2800000,357.08916825916873
29,2900000,356.3838428331793
30,3000000,311.4295576041236
31,3100000,370.2262821396247
32,3200000,373.467130106166
33,3300000,366.6686162037363
34,3400000,373.63255469306597
35,3500000,383.13945785986317
36,3600000,378.1803955711663
37,3700000,386.34889936064644
38,3800000,385.4022474514996
39,3900000,380.9262420069736
40,4000000,371.3546555409987
41,4100000,371.4921106437136
42,4200000,358.10343551534805
43,4300000,363.829191949201
44,4400000,372.56137241647383
45,4500000,362.63549205020144
46,4600000,368.32452921458497
47,4700000,363.5870842522774
48,4800000,374.5735197884577
49,4900000,363.9819302933203
50,5000000,383.0853434059398
51,5100000,382.9516437206828
52,5200000,359.62026115759517
53,5300000,383.9930544237883
54,5400000,389.92732442829873
55,5500000,388.3139274134894
56,5600000,380.6857917357648
57,5700000,369.7358656291718
58,5800000,371.18258914689983
59,5900000,373.38264262070055
60,6000000,376.9069155856976
61,6100000,376.7589195728755
62,6200000,366.94089555577426
63,6300000,374.2990677300347
64,6400000,358.54452247154904
65,6500000,368.21822819472726
66,6600000,363.9734144112746
67,6700000,358.98460605786056
68,6800000,358.93577723241685
69,6900000,364.13809112348514
70,7000000,371.5635572166846
71,7100000,363.26866363910216
72,7200000,383.7836672038019
73,7300000,374.80601249637976
74,7400000,376.01673138287003
75,7500000,380.6931025792614
76,7600000,377.44743131349554
77,7700000,371.0059295251222
78,7800000,361.48375337834824
79,7900000,371.8289850813784
80,8000000,386.2657180614834
81,8100000,392.44584782422334
82,8200000,400.12345633314885
83,8300000,387.24720814957743
84,8400000,382.90299095065575
85,8500000,389.58445336026443
86,8600000,384.1095795046026
87,8700000,392.68738970830833
88,8800000,388.3354932877
89,8900000,391.53684462900304
90,9000000,394.0585046826384
91,9100000,390.9214426566396
92,9200000,385.5820277908541
93,9300000,381.7035325749912
94,9400000,395.67430814482395
95,9500000,394.86750884186586
96,9600000,367.5602115073656
97,9700000,383.3284259954998
98,9800000,374.26976449776515
99,9900000,347.5032970337569
100,10000000,363.4349829999698
101,10100000,380.1628065470252
102,10200000,385.07928027548166
103,10300000,379.57393513859324
104,10400000,388.69453053214426
105,10500000,381.5067049943336
106,10600000,370.5685411074636
107,10700000,372.03074300433326
108,10800000,383.41252643545556
109,10900000,375.0990565994191
110,11000000,375.3438184179547
111,11100000,384.2996646532658
112,11200000,389.18494539250344
113,11300000,389.01209867336206
114,11400000,388.04689413117376
115,11500000,382.4651603518472
116,11600000,384.7546170008554
117,11700000,385.7230009997415
118,11800000,387.97384367881364
119,11900000,395.774941222768
120,12000000,390.4538404005939
121,12100000,388.25408144986505
122,12200000,386.75121802665825
123,12300000,388.0246476947143
124,12400000,387.8701905626365
125,12500000,383.5467297910556
126,12600000,381.9150645507744
127,12700000,386.9844576401194
128,12800000,380.4804417745378
129,12900000,377.62282015424825
130,13000000,387.2933852254903
131,13100000,383.58319583109574
132,13200000,381.04612314392995
133,13300000,385.53650392366893
134,13400000,386.3038673823209
135,13500000,388.431065879132
136,13600000,391.5527977501162
137,13700000,393.8508635091109
138,13800000,409.3585328974166
139,13900000,397.09325186690796
140,14000000,392.43571804161684
141,14100000,409.83016741637925
142,14200000,405.314423933447
143,14300000,404.34356675108626
144,14400000,406.54761262280715
145,14500000,409.25353315350003
146,14600000,396.75799605950846
147,14700000,399.91504202531513
148,14800000,394.7499210279356
149,14900000,396.2852192436585
150,15000000,405.2341526344028
151,15100000,402.8094053289202
152,15200000,399.0845507384849
153,15300000,397.6797873836606
154,15400000,403.05688112144117
155,15500000,392.4779490731466
156,15600000,385.4297418690128
157,15700000,380.66071851800893
158,15800000,383.06167415792964
159,15900000,391.8707407611462
160,16000000,394.38973270657027
161,16100000,398.91742983189465
162,16200000,393.3220290050137
163,16300000,393.9241506913992
164,16400000,388.76606996283476
165,16500000,400.4932691439935
166,16600000,391.8839240446414
167,16700000,397.11867021266545
168,16800000,398.249661027731
169,16900000,386.774605244751
170,17000000,391.6720132990143
171,17100000,392.9770525362396
172,17200000,389.49455331549945
173,17300000,383.1827101399111
174,17400000,375.6936156734753
175,17500000,376.38249664994623
176,17600000,372.3621652396811
177,17700000,381.2645456763274
178,17800000,377.0915589399036
179,17900000,378.1130713610411
180,18000000,387.10507996422217
181,18100000,384.49208363716366
182,18200000,393.10301554857244
183,18300000,391.82291135178167
184,18400000,385.2562776769957
185,18500000,388.70788253929527
186,18600000,388.2427967896307
187,18700000,391.51870003741925
188,18800000,389.23532004174217
189,18900000,391.8882217378034
190,19000000,383.8418801752008
191,19100000,391.29372578106614
192,19200000,400.7381469003964
193,19300000,393.19781903939787
194,19400000,391.61406888361074
195,19500000,385.82218345724954
196,19600000,385.71387223245773
197,19700000,388.62630595151495
198,19800000,382.2111288657409
199,19900000,381.2048586736855
