step,reward
1000,-264.6666666666667
2000,-668.0
3000,-240.0
4000,-334.5
5000,-202.46153846153845
6000,-1764.0
7000,-296.0
8000,-882.0
9000,-215.30434782608697
10000,-230.0
11000,-216.0
12000,-4688.0
13000,-515.7777777777778
14000,-269.14285714285717
15000,-4790.0
16000,-181.33333333333334
17000,-202.53333333333333
18000,-148.0
19000,-198.375
20000,-196.0
21000,-639.0
22000,-212.6315789473684
23000,-152.28571428571428
24000,-172.91666666666666
25000,-210.75
26000,-275.46666666666664
27000,-126.38709677419355
28000,-256.0
29000,-260.53333333333336
30000,-128.9655172413793
31000,-118.96969696969697
32000,-145.7037037037037
33000,-138.88
34000,-125.25925925925925
35000,-118.85714285714286
36000,-121.2
37000,-90.15789473684211
38000,-113.3529411764706
39000,-124.13793103448276
40000,-121.86206896551724
41000,-204.22222222222223
42000,-110.54545454545455
43000,-137.28571428571428
44000,-135.4814814814815
45000,-133.33333333333334
46000,-78.63157894736842
47000,-92.4
48000,-84.32432432432432
49000,-238.57142857142858
50000,-89.9047619047619
51000,-274.15384615384613
52000,-76.22222222222223
53000,-78.0909090909091
54000,-76.70270270270271
55000,-77.17073170731707
56000,-63.63265306122449
57000,-184.11764705882354
58000,-83.4
59000,-198.0
60000,-629.5
61000,-65.0
62000,-40.5
63000,-55.96
64000,-54.8
65000,-51.96
66000,-51.411764705882355
67000,-59.333333333333336
68000,-84.25806451612904
69000,-42.872727272727275
70000,-43.32142857142857
71000,-46.17857142857143
72000,-53.791666666666664
73000,-46.79245283018868
74000,-39.96610169491525
75000,-49.869565217391305
76000,-34.74193548387097
77000,-47.857142857142854
78000,-30.90909090909091
79000,-38.763636363636365
80000,-37.785714285714285
81000,-39.294117647058826
82000,-39.46666666666667
83000,-40.48148148148148
84000,-33.45762711864407
85000,-33.152542372881356
86000,-32.0
87000,-29.28125
88000,-29.627118644067796
89000,-27.575757575757574
90000,-27.868852459016395
91000,-32.142857142857146
92000,-27.75609756097561
93000,-22.966666666666665
94000,-27.19298245614035
95000,-29.458333333333332
96000,-27.0
97000,-29.358490566037737
98000,-24.6
99000,-26.363636363636363
100000,-25.5
101000,-22.098360655737704
102000,-21.818181818181817
103000,-19.09090909090909
104000,-21.45098039215686
105000,-20.962962962962962
106000,-16.761904761904763
107000,-30.318181818181817
108000,-15.133333333333333
109000,-21.541666666666668
110000,-18.19607843137255
111000,-15.80327868852459
112000,-17.1864406779661
113000,-17.403508771929825
114000,-16.408163265306122
115000,-19.214285714285715
116000,-12.67741935483871
117000,-12.678571428571429
118000,-24.73913043478261
119000,-16.307692307692307
120000,-17.914893617021278
121000,-13.842105263157896
122000,-18.528301886792452
123000,-17.714285714285715
124000,-20.285714285714285
125000,-14.75
126000,-23.31578947368421
127000,-20.956521739130434
128000,-10.033898305084746
129000,-10.044444444444444
130000,-10.8
131000,-15.72
132000,-17.17391304347826
133000,-11.176470588235293
134000,-14.528301886792454
135000,-13.309090909090909
136000,-11.959183673469388
137000,-13.733333333333333
138000,-12.731707317073171
139000,-14.476190476190476
140000,-11.733333333333333
141000,-14.666666666666666
142000,-10.444444444444445
143000,-10.88
144000,-14.0
145000,-20.0
146000,-9.714285714285714
147000,-8.041666666666666
148000,-12.511627906976743
149000,-9.0
