,steps,avg_rewards0
0,0,95.75856615013852
1,100000,295.5425158835764
2,200000,293.0522470196819
3,300000,287.0794073103355
4,400000,352.8779443344785
5,500000,351.71899464076427
6,600000,366.89626640617286
7,700000,361.6565427884496
8,800000,365.3380962125243
9,900000,394.9147662448672
10,1000000,307.5765766393854
11,1100000,418.2293909780798
12,1200000,336.17611282154184
13,1300000,302.1446490779236
14,1400000,350.6924739418672
15,1500000,376.54035625132514
16,1600000,394.24049034845797
17,1700000,370.745937646835
18,1800000,409.3886705262508
19,1900000,405.84563647181574
20,2000000,400.18864953086637
21,2100000,396.58139418820787
22,2200000,411.4969086040943
23,2300000,410.67680259426226
24,2400000,386.52077929662335
25,2500000,399.3646689810929
26,2600000,400.4961928721588
27,2700000,408.0216143146512
28,2800000,414.5286338510887
29,2900000,391.53581675207266
30,3000000,411.18161518516126
31,3100000,473.92339001871215
32,3200000,444.96020980366995
33,3300000,400.2857809178864
34,3400000,434.86136046565326
35,3500000,420.6192539297833
36,3600000,444.71212637829325
37,3700000,417.28532917876856
38,3800000,452.7569660698884
39,3900000,463.52766678683054
40,4000000,471.0287191032712
41,4100000,473.2968267321836
42,4200000,483.5339773687713
43,4300000,501.13358986197056
44,4400000,488.77010733190247
45,4500000,502.6270095539926
46,4600000,498.5505432484534
47,4700000,473.3926946349267
48,4800000,506.2430349002967
49,4900000,493.5176529926008
50,5000000,500.0623045919407
51,5100000,496.37103421995175
52,5200000,486.16218411356454
53,5300000,482.8304704915622
54,5400000,498.94911323347566
55,5500000,484.06793461209753
56,5600000,476.88882019085065
57,5700000,486.85659734325606
58,5800000,501.7424900165095
59,5900000,504.8604262731162
60,6000000,477.47115729653206
61,6100000,475.767677227117
62,6200000,439.0888713722551
63,6300000,476.8227976736723
64,6400000,467.97238806022347
65,6500000,471.43784356012924
66,6600000,488.5835245113522
67,6700000,487.3384747465379
68,6800000,487.4617169489972
69,6900000,468.5909491015918
70,7000000,461.6883042792205
71,7100000,478.18868675331197
72,7200000,489.8601786512464
73,7300000,476.1347157108346
74,7400000,447.0637431965152
75,7500000,456.16517255212995
76,7600000,444.62689289030595
77,7700000,465.2593404042042
78,7800000,487.0455327006286
79,7900000,490.2778788601253
80,8000000,492.15677138158964
81,8100000,475.2224855889596
82,8200000,495.18769980081464
83,8300000,499.1929651854365
84,8400000,511.31051904970695
85,8500000,510.24272592848286
86,8600000,513.1865949991231
87,8700000,512.1698640121043
88,8800000,504.7279791946088
89,8900000,480.96782781132504
90,9000000,493.5869235117559
91,9100000,487.84178539170875
92,9200000,462.95920785140913
93,9300000,494.176611682184
94,9400000,492.7574447990864
95,9500000,477.5036166055152
96,9600000,486.2692258768326
97,9700000,494.93251673171244
98,9800000,501.16291858418606
99,9900000,500.18273757536093
100,10000000,496.6089812182669
101,10100000,492.71662040616576
102,10200000,495.268678104175
103,10300000,485.69253883253214
104,10400000,470.12479619602186
105,10500000,445.4329996158257
106,10600000,450.99213412751385
107,10700000,501.89619735544545
108,10800000,513.7430932130685
109,10900000,532.4095587348045
110,11000000,533.5512120019039
111,11100000,523.6499328764822
112,11200000,515.7842910059791
113,11300000,515.5988957597135
114,11400000,509.1922836373872
115,11500000,486.67934517504625
116,11600000,467.86748690809435
117,11700000,500.30408962797645
118,11800000,517.6486970645113
119,11900000,518.9652960392004
120,12000000,509.7348141367961
121,12100000,529.864604000548
122,12200000,533.6830754330417
123,12300000,531.0428239548253
124,12400000,512.86921743067
125,12500000,514.4231696366452
126,12600000,536.3759663306145
127,12700000,530.2879297565847
128,12800000,528.4866224868166
129,12900000,546.9201250674654
130,13000000,534.6373991354952
131,13100000,529.9750581354178
132,13200000,512.7851189500886
133,13300000,514.5741813598397
134,13400000,517.6191720208636
135,13500000,510.3223364719272
136,13600000,514.4900291968677
137,13700000,501.14655019724046
138,13800000,505.17829032506677
139,13900000,511.7119437105365
140,14000000,517.7851272096342
141,14100000,518.6519818256934
142,14200000,526.2413929887236
143,14300000,527.5101925979676
144,14400000,528.2476911958491
145,14500000,527.8803680466497
146,14600000,535.8952893721915
147,14700000,531.32917098814
148,14800000,537.4620995397106
149,14900000,516.7232839664563
150,15000000,523.3072185548845
151,15100000,524.4621661354303
152,15200000,510.4749389527912
153,15300000,522.486356141742
154,15400000,527.0825799355372
155,15500000,528.5017624368807
156,15600000,512.7860629054555
157,15700000,500.9900843929308
158,15800000,495.8052071410132
159,15900000,514.8716663128085
160,16000000,522.5431135528746
161,16100000,525.9893372506623
162,16200000,531.3919830828839
163,16300000,530.3371217531086
164,16400000,526.9194677970652
165,16500000,533.8261531253646
166,16600000,534.2492067521355
167,16700000,533.2382864273428
168,16800000,527.334802874813
169,16900000,533.1530771193634
170,17000000,516.9756877820805
171,17100000,530.5044838977034
172,17200000,516.182547072906
173,17300000,522.6022462135438
174,17400000,520.3279612498061
175,17500000,507.36991953400343
176,17600000,517.4318116762354
177,17700000,508.7858017673075
178,17800000,504.8971177834462
179,17900000,505.63132143106
180,18000000,526.7085768506594
181,18100000,519.7060827454212
182,18200000,515.3108358689876
183,18300000,524.1340830263888
184,18400000,524.9491280853446
185,18500000,517.9438888613231
186,18600000,518.8969911263329
187,18700000,491.47682402012185
188,18800000,503.89607797509
189,18900000,509.8314805230361
190,19000000,504.3492441659805
191,19100000,488.93639595909013
192,19200000,486.90267018379944
193,19300000,453.2466946118933
194,19400000,463.1217508251823
195,19500000,503.01720614554057
196,19600000,491.985446552259
197,19700000,476.751123718031
198,19800000,496.72677587816645
199,19900000,492.64685562583674
