,steps,avg_rewards0
0,0,39138.73100400337
1,100000,75244.79949195722
2,200000,81522.19776355104
3,300000,83881.91775637837
4,400000,79522.93062325366
5,500000,73689.63235352102
6,600000,77822.36473940083
7,700000,76652.38592385719
8,800000,76754.81986823368
9,900000,81521.13248905899
10,1000000,81233.7054629369
11,1100000,83548.8215564919
12,1200000,79249.99740819259
13,1300000,98285.02917611314
14,1400000,92478.89238533234
15,1500000,92023.13525322381
16,1600000,90223.77808518316
17,1700000,93884.37797445692
18,1800000,94580.65140115084
19,1900000,96201.15751755943
20,2000000,88902.07430939078
21,2100000,79234.0639734124
22,2200000,73773.8453264578
23,2300000,74519.02147243096
24,2400000,87840.04607380426
25,2500000,83355.23785806421
26,2600000,80826.80091572525
27,2700000,75054.86566567408
28,2800000,83336.54991159588
29,2900000,77279.39555236981
30,3000000,79009.75603587329
31,3100000,81812.79411115074
32,3200000,79087.30104405014
33,3300000,76168.72604456781
34,3400000,72847.87005854053
35,3500000,78764.33925321624
36,3600000,74178.63031346153
37,3700000,73995.83910420613
38,3800000,77196.41966645537
39,3900000,79538.55876387496
40,4000000,82013.27500045851
41,4100000,77832.86278869245
42,4200000,73200.06797533124
43,4300000,81717.67563202216
44,4400000,83196.97513305592
45,4500000,83532.37340985812
46,4600000,86513.3827907965
47,4700000,87333.33366501602
48,4800000,89707.6533529336
49,4900000,89768.61369353485
50,5000000,84050.51419467288
51,5100000,88716.29989017468
52,5200000,91628.32592129495
53,5300000,93982.49674655132
54,5400000,92637.28608610037
55,5500000,92106.95331249987
56,5600000,91874.81076896562
57,5700000,89215.33081272258
58,5800000,95436.7140281851
59,5900000,89882.02950985757
60,6000000,89593.19994904516
61,6100000,94181.62283433914
62,6200000,94401.13859495403
63,6300000,90966.57107329667
64,6400000,87426.0211476452
65,6500000,85851.6132925669
66,6600000,83588.79177558454
67,6700000,82337.51772896733
68,6800000,83545.28763903654
69,6900000,84797.31616397868
70,7000000,84255.50404017168
71,7100000,87042.26672959603
72,7200000,86385.11988121386
73,7300000,85227.95506314846
74,7400000,82824.35390436795
75,7500000,85015.14493666029
76,7600000,84043.25204443788
77,7700000,93025.3770410108
78,7800000,90808.96097267976
79,7900000,83246.84492606396
80,8000000,91152.30137501912
81,8100000,85802.77904480464
82,8200000,84456.59154698823
83,8300000,81892.33417039912
84,8400000,79026.315360459
85,8500000,79401.70817306046
86,8600000,84938.68179988599
87,8700000,82661.13158478642
88,8800000,80444.73772227047
89,8900000,85802.43750771519
90,9000000,83377.65714642403
91,9100000,81526.07104381053
92,9200000,83688.89853726962
93,9300000,82520.76111903638
94,9400000,82239.35456835577
95,9500000,78881.09418739374
96,9600000,78878.91842465193
97,9700000,78617.53040975975
98,9800000,76656.4810422132
99,9900000,76651.15524399413
100,10000000,79955.67345550396
101,10100000,81688.66713823918
102,10200000,79442.11156745232
103,10300000,79584.6039359111
104,10400000,83190.685862266
105,10500000,81599.65111104316
106,10600000,83132.43249472832
107,10700000,85548.17202853365
108,10800000,80903.7482047484
109,10900000,83024.01692046957
110,11000000,81749.61309784098
111,11100000,75870.1753616595
112,11200000,76513.56703606226
113,11300000,81405.82057219726
114,11400000,77959.20461873613
115,11500000,77324.42221956539
116,11600000,76059.5181611607
117,11700000,78162.32149280007
118,11800000,78596.54115300249
119,11900000,81111.62386890693
120,12000000,78930.68811570985
121,12100000,79380.76550725877
122,12200000,77652.37636535036
123,12300000,79219.89486643932
124,12400000,76203.21168375101
125,12500000,74243.3236903352
126,12600000,74599.8353568659
127,12700000,72507.56510667871
128,12800000,72369.87120357332
129,12900000,71662.23696233015
130,13000000,70088.61514847488
131,13100000,70514.86325886061
132,13200000,71571.25341547416
133,13300000,76900.91460072278
134,13400000,76126.62284929596
135,13500000,74406.49660023743
136,13600000,73480.94319773655
137,13700000,71515.9455495953
138,13800000,72284.30658913167
139,13900000,76455.01592494216
140,14000000,76431.13035524385
141,14100000,73229.64794630838
142,14200000,72089.94285851423
143,14300000,75198.28533587875
144,14400000,77482.9133518206
145,14500000,76812.13188998259
146,14600000,80579.00232348779
147,14700000,78769.04308610258
148,14800000,78095.71005644354
149,14900000,78671.69870225446
150,15000000,77786.37904237326
151,15100000,78256.99169205068
152,15200000,77760.84831001433
153,15300000,78515.44284695544
154,15400000,79374.3915149868
155,15500000,73925.80171400103
156,15600000,76482.50198184537
157,15700000,74669.43161162485
158,15800000,75952.27582987423
159,15900000,71589.242481094
160,16000000,75789.7160730216
161,16100000,75136.22301129106
162,16200000,78877.92223859829
163,16300000,75392.46198314482
164,16400000,73234.00843349789
165,16500000,75957.63358566006
166,16600000,80344.93599935404
167,16700000,75816.36174901194
168,16800000,76724.05242796596
169,16900000,80136.90268569793
170,17000000,77746.1865029656
171,17100000,76797.02469161451
172,17200000,76473.73927753548
173,17300000,78247.36700818557
174,17400000,75684.09190773999
175,17500000,76319.08081137374
176,17600000,76104.68847846212
177,17700000,75947.53162814365
178,17800000,77909.31478739298
179,17900000,77882.67533121859
180,18000000,76963.75148937489
181,18100000,78021.91153220649
182,18200000,76703.07503173703
183,18300000,77789.51444403623
184,18400000,74978.49563627288
185,18500000,78221.30663248587
186,18600000,76870.84449088034
187,18700000,77881.14295853474
188,18800000,76421.3599999267
189,18900000,80379.07514196061
190,19000000,79132.08535936044
191,19100000,80457.03263371576
192,19200000,83788.22593152394
193,19300000,85529.44233418407
194,19400000,86395.54219648663
195,19500000,81629.37407385772
196,19600000,88176.165280574
197,19700000,84936.36253240239
198,19800000,84703.86727276679
199,19900000,84708.75892012588
