,steps,avg_rewards0
0,0,3.0888658724750866
1,100000,20.316459888825268
2,200000,77.1714306221897
3,300000,148.5675150992066
4,400000,195.8699284704095
5,500000,213.71976343862687
6,600000,229.3417985680166
7,700000,224.3561944366806
8,800000,236.16286743950914
9,900000,230.06987823326133
10,1000000,253.98508241450378
11,1100000,266.41190192931623
12,1200000,272.9651208787243
13,1300000,279.41962696489105
14,1400000,274.2688848028292
15,1500000,256.22990121931616
16,1600000,263.0336979309278
17,1700000,261.0130956560653
18,1800000,268.72943638035616
19,1900000,265.01327193320395
20,2000000,293.1194850043792
21,2100000,289.48861347468096
22,2200000,300.0450428870064
23,2300000,293.68232044281615
24,2400000,289.33960522307154
25,2500000,296.8766736441852
26,2600000,291.85257691871186
27,2700000,328.1005578676107
28,2800000,313.32083696841454
29,2900000,352.3162993348153
30,3000000,350.4435465506028
31,3100000,380.2433211437473
32,3200000,391.99051873841825
33,3300000,395.8803360003973
34,3400000,447.5272259858557
35,3500000,426.16042749082715
36,3600000,445.2827738477361
37,3700000,432.83880704493436
38,3800000,445.54113543384693
39,3900000,415.8708228911587
40,4000000,395.4215558598748
41,4100000,415.7305338737179
42,4200000,450.772987180483
43,4300000,480.9479833457036
44,4400000,474.1357667476531
45,4500000,520.4895629880265
46,4600000,437.2929658388521
47,4700000,461.6565342713446
48,4800000,464.74729047167307
49,4900000,416.61060966375203
50,5000000,490.0804050886281
51,5100000,467.686842596786
52,5200000,515.5935199592852
53,5300000,440.56919866112867
54,5400000,462.7322691119444
55,5500000,478.4664605445024
56,5600000,462.89189881614953
57,5700000,466.8913360018934
58,5800000,492.9200452762494
59,5900000,459.95115439763134
60,6000000,454.33290178288155
61,6100000,471.62517305907136
62,6200000,447.40570058806424
63,6300000,448.94566275113107
64,6400000,467.98427096867744
65,6500000,465.3697994988374
66,6600000,464.4641633184598
67,6700000,457.7739537759259
68,6800000,485.9832064839819
69,6900000,495.33481442427137
70,7000000,482.12575274582343
71,7100000,481.7343320993292
72,7200000,486.449780626346
73,7300000,453.6369209327963
74,7400000,471.6405806311481
75,7500000,513.6539753233322
76,7600000,550.7522931669126
77,7700000,560.427944959981
78,7800000,510.7683728002951
79,7900000,554.7083466902517
80,8000000,558.3424418106188
81,8100000,583.2795031099308
82,8200000,587.4773394211703
83,8300000,604.86001453577
84,8400000,636.6802618800444
85,8500000,611.531492652318
86,8600000,635.9582199319905
87,8700000,735.4623942056352
88,8800000,704.4135685483211
89,8900000,693.0959760876493
90,9000000,716.5200463054492
91,9100000,778.3709661641223
92,9200000,763.3305770335074
93,9300000,834.4077330021173
94,9400000,862.1068341420748
95,9500000,778.3527399813107
96,9600000,817.9150427633879
97,9700000,786.2922158043002
98,9800000,820.1956287623932
99,9900000,874.0411131807015
100,10000000,788.8377731022604
101,10100000,726.9909258282026
102,10200000,814.4769202824193
103,10300000,799.0237737419917
104,10400000,791.3327919663868
105,10500000,677.3194666373283
106,10600000,685.4183519637592
107,10700000,847.7817526765402
108,10800000,726.9887247245106
109,10900000,726.9649436448226
110,11000000,720.2533365476345
111,11100000,737.9800742757154
112,11200000,717.3186941031439
113,11300000,689.476916907064
114,11400000,778.7501084735173
115,11500000,792.7971578908741
116,11600000,786.2224260034126
117,11700000,828.460996620355
118,11800000,740.2019189473053
119,11900000,855.3796367163751
120,12000000,863.6493999785324
121,12100000,765.3600774506693
122,12200000,841.72052639361
123,12300000,721.817841052323
124,12400000,794.768072366423
125,12500000,779.5715672997705
126,12600000,961.1436394156599
127,12700000,761.892709080406
128,12800000,870.5503304054826
129,12900000,790.7505963866325
130,13000000,818.3438791800565
131,13100000,829.8904760971272
132,13200000,743.5692342412527
133,13300000,658.8495300521671
134,13400000,780.9263417131298
135,13500000,692.1811331731493
136,13600000,739.9099767175592
137,13700000,793.0580021537942
138,13800000,881.6832169293212
139,13900000,926.9486906562032
140,14000000,696.9313151199801
141,14100000,820.4696994442967
142,14200000,817.1179425559202
143,14300000,899.8625192582797
144,14400000,916.2705583812515
145,14500000,855.7369322735027
146,14600000,817.0572968832482
147,14700000,903.1826297240967
148,14800000,779.4030936945278
149,14900000,761.1924156354538
150,15000000,776.5876964702188
151,15100000,835.8844864736354
152,15200000,759.8014467184545
153,15300000,875.6147910312362
154,15400000,832.6274398520031
155,15500000,897.1395221489896
156,15600000,955.1457550305652
157,15700000,851.1393957426557
158,15800000,809.6616869846263
159,15900000,952.7048116932735
160,16000000,921.2039373460836
161,16100000,810.2161728146549
162,16200000,1008.6352479312236
163,16300000,885.4431391932362
164,16400000,1034.0195721337095
165,16500000,881.4200855126778
166,16600000,935.2461017367305
167,16700000,946.0931658566423
168,16800000,899.1826153609793
169,16900000,950.7296054338022
170,17000000,845.1232592027577
171,17100000,879.3504196161309
172,17200000,920.6208301839642
173,17300000,871.9033955457943
174,17400000,877.8515022985956
175,17500000,849.235744180109
176,17600000,841.1279443396539
177,17700000,739.8529088439286
178,17800000,735.6538168217843
179,17900000,796.9427285540613
180,18000000,762.4683973919571
181,18100000,802.297153134136
182,18200000,767.323054430327
183,18300000,806.9326578347739
184,18400000,768.3036014025026
185,18500000,956.1498420277048
186,18600000,850.8402064111724
187,18700000,738.386679879359
188,18800000,826.1125891732391
189,18900000,805.2861587945548
190,19000000,722.8072977449698
191,19100000,661.1529585859753
192,19200000,723.0799650030822
193,19300000,662.7757334348728
194,19400000,673.6179506170308
195,19500000,640.515266717174
196,19600000,748.8939795618822
197,19700000,675.7649507202918
198,19800000,737.5485149614161
199,19900000,832.0783279218095
